T20I Match No,Match ID,Match Name,Series ID,Series Name,Match Date,Match Format,Team1 ID,Team1 Name,Team1 Captain,Team1 Runs Scored,Team1 Wickets Fell,Team1 Extras Rec,Team2 ID,Team2 Name,Team2 Captain,Team2 Runs Scored,Team2 Wickets Fell,Team2 Extras Rec,Match Venue (Stadium),Match Venue (City),Match Venue (Country),Umpire 1,Umpire 2,Match Referee,Toss Winner,Toss Winner Choice,Match Winner,Match Result Text,MOM Player,Team1 Playing 11,Team2 Playing 11,Debut Players
166,412692,West Indies Vs Sri Lanka 16Th Match Group F,412671,ICC World Twenty20 in West Indies - 2010 (2010),07/05/10,T20,8,Sri Lanka,KC Sangakkara,195,3,13,4,West Indies,CH Gayle,138,8,17,Kensington Oval,Bridgetown,West Indies,RE Koertzen,SJA Taufel,AG Hurst,Sri Lanka,bat,Sri Lanka,Sri Lanka won by 57 runs,DPMD Jayawardene,"['DPMD Jayawardene', 'ST Jayasuriya', 'KC Sangakkara', 'CK Kapugedera', 'TM Dilshan', 'AD Mathews', 'NLTC Perera', 'M Muralidaran', 'SL Malinga', 'BAW Mendis', 'KMDN Kulasekara']","['CH Gayle', 'S Chanderpaul', 'RR Sarwan', 'DJ Bravo', 'ADS Fletcher', 'KA Pollard', 'DJG Sammy', 'WW Hinds', 'JE Taylor', 'SJ Benn', 'KAJ Roach']",[]
167,412693,New Zealand Vs Pakistan 17Th Match Group E,412671,ICC World Twenty20 in West Indies - 2010 (2010),08/05/10,T20,5,New Zealand,DL Vettori,133,7,15,7,Pakistan,Shahid Afridi,132,7,7,Kensington Oval,Bridgetown,West Indies,BR Doctrove,IJ Gould,RS Madugalle,Pakistan,bowl,New Zealand,New Zealand won by 1 run,IG Butler,"['BB McCullum', 'JD Ryder', 'MJ Guptill', 'LRPL Taylor', 'DL Vettori', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'IG Butler', 'KD Mills', 'SE Bond']","['Kamran Akmal', 'Salman Butt', 'Mohammad Hafeez', 'Umar Akmal', 'Misbah-ul-Haq', 'Shahid Afridi', 'Abdul Razzaq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal', 'Mohammad Sami']",[]
168,412694,England Vs South Africa 18Th Match Group E,412671,ICC World Twenty20 in West Indies - 2010 (2010),08/05/10,T20,1,England,PD Collingwood,168,7,14,3,South Africa,GC Smith,129,10,18,Kensington Oval,Bridgetown,West Indies,Aleem Dar,SJ Davis,AG Hurst,England,bat,England,England won by 39 runs,KP Pietersen,"['MJ Lumb', 'C Kieswetter', 'KP Pietersen', 'PD Collingwood', 'EJG Morgan', 'LJ Wright', 'TT Bresnan', 'MH Yardy', 'GP Swann', 'SCJ Broad', 'RJ Sidebottom']","['GC Smith', 'JH Kallis', 'HH Gibbs', 'AB de Villiers', 'JA Morkel', 'JP Duminy', 'MV Boucher', 'J Botha', 'DW Steyn', 'M Morkel', 'CK Langeveldt']",[]
169,412695,West Indies Vs India 19Th Match Group F,412671,ICC World Twenty20 in West Indies - 2010 (2010),09/05/10,T20,4,West Indies,CH Gayle,169,6,7,6,India,MS Dhoni,155,9,19,Kensington Oval,Bridgetown,West Indies,BF Bowden,SJA Taufel,JJ Crowe,India,bowl,West Indies,West Indies won by 14 runs,CH Gayle,"['CH Gayle', 'S Chanderpaul', 'DJG Sammy', 'KA Pollard', 'DJ Bravo', 'RR Sarwan', 'WW Hinds', 'D Ramdin', 'SJ Benn', 'KAJ Roach', 'JE Taylor']","['M Vijay', 'G Gambhir', 'SK Raina', 'RG Sharma', 'Yuvraj Singh', 'MS Dhoni', 'YK Pathan', 'Harbhajan Singh', 'RA Jadeja', 'A Nehra', 'Z Khan']",[]
170,412696,Australia Vs Sri Lanka 20Th Match Group F,412671,ICC World Twenty20 in West Indies - 2010 (2010),09/05/10,T20,2,Australia,MJ Clarke,168,5,5,8,Sri Lanka,KC Sangakkara,87,10,6,Kensington Oval,Bridgetown,West Indies,IJ Gould,RE Koertzen,JJ Crowe,Australia,bat,Australia,Australia won by 81 runs,CL White,"['SR Watson', 'DA Warner', 'BJ Haddin', 'MJ Clarke', 'DJ Hussey', 'CL White', 'MEK Hussey', 'SPD Smith', 'MG Johnson', 'SW Tait', 'DP Nannes']","['DPMD Jayawardene', 'ST Jayasuriya', 'KC Sangakkara', 'TM Dilshan', 'AD Mathews', 'LD Chandimal', 'CK Kapugedera', 'S Randiv', 'SL Malinga', 'BAW Mendis', 'UWMBCA Welegedara']",[]
171,412697,Pakistan Vs South Africa 21St Match Group E,412671,ICC World Twenty20 in West Indies - 2010 (2010),10/05/10,T20,7,Pakistan,Shahid Afridi,148,7,4,3,South Africa,GC Smith,137,7,3,Beausejour Stadium,Gros Islet,West Indies,BR Doctrove,IJ Gould,AG Hurst,Pakistan,bat,Pakistan,Pakistan won by 11 runs,Umar Akmal,"['Kamran Akmal', 'Salman Butt', 'Khalid Latif', 'Mohammad Hafeez', 'Umar Akmal', 'Shahid Afridi', 'Abdul Razzaq', 'Misbah-ul-Haq', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal']","['HH Gibbs', 'GC Smith', 'JH Kallis', 'AB de Villiers', 'JP Duminy', 'MV Boucher', 'JA Morkel', 'J Botha', 'RE van der Merwe', 'DW Steyn', 'CK Langeveldt']",[]
172,412698,England Vs New Zealand 22Nd Match Group E,412671,ICC World Twenty20 in West Indies - 2010 (2010),10/05/10,T20,5,New Zealand,DL Vettori,149,6,8,1,England,PD Collingwood,153,7,6,Beausejour Stadium,Gros Islet,West Indies,SJA Taufel,SJ Davis,RS Madugalle,New Zealand,bat,England,England won by 3 wickets (with 5 balls remaining),TT Bresnan,"['BB McCullum', 'JD Ryder', 'AJ Redmond', 'LRPL Taylor', 'SB Styris', 'GJ Hopkins', 'NL McCullum', 'DL Vettori', 'IG Butler', 'SE Bond', 'KD Mills']","['C Kieswetter', 'MJ Lumb', 'RS Bopara', 'PD Collingwood', 'EJG Morgan', 'LJ Wright', 'TT Bresnan', 'MH Yardy', 'GP Swann', 'SCJ Broad', 'RJ Sidebottom']",[]
173,412699,India Vs Sri Lanka 23Rd Match Group F,412671,ICC World Twenty20 in West Indies - 2010 (2010),11/05/10,T20,6,India,MS Dhoni,163,5,9,8,Sri Lanka,KC Sangakkara,167,5,1,Beausejour Stadium,Gros Islet,West Indies,Aleem Dar,SJ Davis,AG Hurst,India,bat,Sri Lanka,Sri Lanka won by 5 wickets (with 0 balls remaining),AD Mathews,"['KD Karthik', 'G Gambhir', 'SK Raina', 'MS Dhoni', 'Yuvraj Singh', 'YK Pathan', 'RG Sharma', 'PP Chawla', 'Harbhajan Singh', 'R Vinay Kumar', 'A Nehra']","['DPMD Jayawardene', 'ST Jayasuriya', 'TM Dilshan', 'KC Sangakkara', 'AD Mathews', 'CK Kapugedera', 'NLTC Perera', 'CU Jayasinghe', 'S Randiv', 'SL Malinga', 'T Thushara']",['R Vinay Kumar']
174,412700,West Indies Vs Australia 24Th Match Group F,412671,ICC World Twenty20 in West Indies - 2010 (2010),11/05/10,T20,4,West Indies,CH Gayle,105,10,9,2,Australia,MJ Clarke,109,4,11,Beausejour Stadium,Gros Islet,West Indies,BF Bowden,RE Koertzen,RS Madugalle,West Indies,bat,Australia,Australia won by 6 wickets (with 22 balls remaining),SPD Smith,"['CH Gayle', 'S Chanderpaul', 'RR Sarwan', 'DJ Bravo', 'N Deonarine', 'D Ramdin', 'KA Pollard', 'DJG Sammy', 'JE Taylor', 'NO Miller', 'SJ Benn']","['DA Warner', 'SR Watson', 'MJ Clarke', 'BJ Haddin', 'DJ Hussey', 'CL White', 'MEK Hussey', 'SPD Smith', 'MG Johnson', 'SW Tait', 'DP Nannes']",[]
175,412701,England Vs Sri Lanka 1St Semi Final,412671,ICC World Twenty20 in West Indies - 2010 (2010),13/05/10,T20,8,Sri Lanka,KC Sangakkara,128,6,9,1,England,PD Collingwood,132,3,6,Beausejour Stadium,Gros Islet,West Indies,Aleem Dar,SJA Taufel,AG Hurst,Sri Lanka,bat,England,England won by 7 wickets (with 24 balls remaining),SCJ Broad,"['DPMD Jayawardene', 'ST Jayasuriya', 'TM Dilshan', 'KC Sangakkara', 'AD Mathews', 'CK Kapugedera', 'NLTC Perera', 'CU Jayasinghe', 'S Randiv', 'SL Malinga', 'BAW Mendis']","['C Kieswetter', 'MJ Lumb', 'KP Pietersen', 'PD Collingwood', 'EJG Morgan', 'LJ Wright', 'TT Bresnan', 'MH Yardy', 'GP Swann', 'SCJ Broad', 'RJ Sidebottom']",[]
176,412702,Australia Vs Pakistan 2Nd Semi Final,412671,ICC World Twenty20 in West Indies - 2010 (2010),14/05/10,T20,7,Pakistan,Shahid Afridi,191,6,20,2,Australia,MJ Clarke,197,7,13,Beausejour Stadium,Gros Islet,West Indies,BR Doctrove,IJ Gould,RS Madugalle,Australia,bowl,Australia,Australia won by 3 wickets (with 1 ball remaining),MEK Hussey,"['Kamran Akmal', 'Salman Butt', 'Umar Akmal', 'Shahid Afridi', 'Khalid Latif', 'Abdul Razzaq', 'Misbah-ul-Haq', 'Mohammad Hafeez', 'Abdur Rehman', 'Mohammad Amir', 'Saeed Ajmal']","['DA Warner', 'SR Watson', 'BJ Haddin', 'MJ Clarke', 'DJ Hussey', 'CL White', 'MEK Hussey', 'SPD Smith', 'MG Johnson', 'SW Tait', 'DP Nannes']",[]
177,412703,Australia Vs England Final,412671,ICC World Twenty20 in West Indies - 2010 (2010),16/05/10,T20,2,Australia,MJ Clarke,147,6,8,1,England,PD Collingwood,148,3,9,Kensington Oval,Bridgetown,West Indies,Aleem Dar,BR Doctrove,RS Madugalle,England,bowl,England,England won by 7 wickets (with 18 balls remaining),C Kieswetter,"['SR Watson', 'DA Warner', 'MJ Clarke', 'BJ Haddin', 'DJ Hussey', 'CL White', 'MEK Hussey', 'SPD Smith', 'MG Johnson', 'SW Tait', 'DP Nannes']","['MJ Lumb', 'C Kieswetter', 'KP Pietersen', 'PD Collingwood', 'EJG Morgan', 'LJ Wright', 'TT Bresnan', 'MH Yardy', 'GP Swann', 'SCJ Broad', 'RJ Sidebottom']",[]
178,439146,West Indies Vs South Africa 1St T20I,439113,South Africa tour of West Indies  - 2010 (2010),19/05/10,T20,3,South Africa,GC Smith,136,7,12,4,West Indies,CH Gayle,123,10,13,Sir Vivian Richards Stadium,North Sound,West Indies,CR Duncan,NA Malcolm,RS Mahanama,West Indies,bowl,South Africa,South Africa won by 13 runs,R McLaren,"['GC Smith', 'LE Bosman', 'JH Kallis', 'AB de Villiers', 'JP Duminy', 'J Botha', 'AN Petersen', 'R McLaren', 'RE van der Merwe', 'DW Steyn', 'CK Langeveldt']","['CH Gayle', 'ADS Fletcher', 'DJ Bravo', 'RR Sarwan', 'N Deonarine', 'KA Pollard', 'DJG Sammy', 'NO Miller', 'JE Taylor', 'SJ Benn', 'KAJ Roach']",['AN Petersen']
179,447539,West Indies Vs South Africa 2Nd T20I,439113,South Africa tour of West Indies  - 2010 (2010),20/05/10,T20,3,South Africa,GC Smith,120,7,8,4,West Indies,CH Gayle,119,7,12,Sir Vivian Richards Stadium,North Sound,West Indies,CR Duncan,NA Malcolm,RS Mahanama,West Indies,bowl,South Africa,South Africa won by 1 run,J Botha,"['GC Smith', 'LE Bosman', 'AB de Villiers', 'JP Duminy', 'AN Petersen', 'DA Miller', 'J Botha', 'R McLaren', 'M Morkel', 'DW Steyn', 'LL Tsotsobe']","['CH Gayle', 'ADS Fletcher', 'DJ Bravo', 'S Chanderpaul', 'KA Pollard', 'RR Sarwan', 'DJG Sammy', 'N Deonarine', 'JE Taylor', 'SJ Benn', 'KAJ Roach']",['DA Miller']
180,456991,New Zealand Vs Sri Lanka 1St T20I,456987,New Zealand v Sri Lanka T20I Series in United States of America - 2010 (2010),22/05/10,T20,5,New Zealand,DL Vettori,120,7,5,8,Sri Lanka,KC Sangakkara,92,10,9,Central Broward Regional Park Stadium Turf Ground,Lauderhill,United States of America,IJ Gould,M Erasmus,AJ Pycroft,New Zealand,bat,New Zealand,New Zealand won by 28 runs,SB Styris,"['BB McCullum', 'AJ Redmond', 'RJ Nicol', 'LRPL Taylor', 'SB Styris', 'DL Vettori', 'MJ Guptill', 'NL McCullum', 'KD Mills', 'TG Southee', 'AJ McKay']","['DPMD Jayawardene', 'TM Dilshan', 'KC Sangakkara', 'AD Mathews', 'CK Kapugedera', 'CU Jayasinghe', 'NLTC Perera', 'KMDN Kulasekara', 'S Randiv', 'SL Malinga', 'BAW Mendis']","['AJ McKay', 'RJ Nicol']"
181,456992,New Zealand Vs Sri Lanka 2Nd T20I,456987,New Zealand v Sri Lanka T20I Series in United States of America - 2010 (2010),23/05/10,T20,5,New Zealand,DL Vettori,81,10,3,8,Sri Lanka,KC Sangakkara,82,3,3,Central Broward Regional Park Stadium Turf Ground,Lauderhill,United States of America,M Erasmus,RJ Tucker,AJ Pycroft,New Zealand,bat,Sri Lanka,Sri Lanka won by 7 wickets (with 27 balls remaining),KMDN Kulasekara,"['BB McCullum', 'AJ Redmond', 'LRPL Taylor', 'RJ Nicol', 'DL Vettori', 'GJ Hopkins', 'NL McCullum', 'JDP Oram', 'KD Mills', 'TG Southee', 'AJ McKay']","['DPMD Jayawardene', 'TM Dilshan', 'NLTC Perera', 'KC Sangakkara', 'AD Mathews', 'CK Kapugedera', 'ST Jayasuriya', 'LD Chandimal', 'KMDN Kulasekara', 'SL Malinga', 'BAW Mendis']",[]
182,452153,Zimbabwe Vs India 1St T20I,452143,India tour of Zimbabwe  - 2010 (2010),12/06/10,T20,9,Zimbabwe,E Chigumbura,111,9,6,6,India,SK Raina,112,4,4,Harare Sports Club,Harare,Zimbabwe,O Chirombe,RB Tiffin,JJ Crowe,India,bowl,India,India won by 6 wickets (with 30 balls remaining),YK Pathan,"['H Masakadza', 'BRM Taylor', 'CJ Chibhabha', 'T Taibu', 'CR Ervine', 'E Chigumbura', 'GA Lamb', 'P Utseya', 'RW Price', 'EC Rainsford', 'CB Mpofu']","['M Vijay', 'NV Ojha', 'SK Raina', 'RG Sharma', 'V Kohli', 'YK Pathan', 'R Ashwin', 'AB Dinda', 'PP Chawla', 'PP Ojha', 'R Vinay Kumar']","['EC Rainsford', 'NV Ojha', 'R Ashwin', 'V Kohli']"
183,452154,Zimbabwe Vs India 2Nd T20I,452143,India tour of Zimbabwe  - 2010 (2010),13/06/10,T20,9,Zimbabwe,E Chigumbura,140,5,6,6,India,SK Raina,144,3,12,Harare Sports Club,Harare,Zimbabwe,O Chirombe,RB Tiffin,JJ Crowe,India,bowl,India,India won by 7 wickets (with 12 balls remaining),SK Raina,"['H Masakadza', 'BRM Taylor', 'CJ Chibhabha', 'T Taibu', 'CK Coventry', 'E Chigumbura', 'GA Lamb', 'AG Cremer', 'TL Chatara', 'RW Price', 'CB Mpofu']","['NV Ojha', 'M Vijay', 'SK Raina', 'YK Pathan', 'RG Sharma', 'V Kohli', 'R Ashwin', 'AB Dinda', 'A Mishra', 'PP Ojha', 'R Vinay Kumar']","['A Mishra', 'TL Chatara']"
184,426392,Australia Vs Pakistan 1St T20I,426347,Australia tour of England and Ireland  - 2010 (2010),05/07/10,T20,7,Pakistan,Shahid Afridi,167,8,18,2,Australia,MJ Clarke,144,10,7,Edgbaston,Birmingham,England,Aleem Dar,Asad Rauf,J Srinath,Pakistan,bat,Pakistan,Pakistan won by 23 runs,Umar Akmal,"['Salman Butt', 'Shahzaib Hasan', 'Kamran Akmal', 'Shoaib Malik', 'Shahid Afridi', 'Umar Akmal', 'Abdul Razzaq', 'Mohammad Amir', 'Umar Gul', 'Shoaib Akhtar', 'Saeed Ajmal']","['DA Warner', 'SR Watson', 'MJ Clarke', 'DJ Hussey', 'CL White', 'MEK Hussey', 'SPD Smith', 'TD Paine', 'MG Johnson', 'DP Nannes', 'SW Tait']",[]
185,426393,Australia Vs Pakistan 2Nd T20I,426347,Australia tour of England and Ireland  - 2010 (2010),06/07/10,T20,7,Pakistan,Shahid Afridi,162,9,13,2,Australia,MJ Clarke,151,10,6,Edgbaston,Birmingham,England,Asad Rauf,Zameer Haider,J Srinath,Pakistan,bat,Pakistan,Pakistan won by 11 runs,Mohammad Amir,"['Shahzaib Hasan', 'Salman Butt', 'Kamran Akmal', 'Shoaib Malik', 'Umar Akmal', 'Shahid Afridi', 'Abdul Razzaq', 'Mohammad Amir', 'Umar Gul', 'Shoaib Akhtar', 'Saeed Ajmal']","['DA Warner', 'MJ Clarke', 'TD Paine', 'JR Hopes', 'DJ Hussey', 'CL White', 'MEK Hussey', ""SNJ O'Keefe"", 'MG Johnson', 'DP Nannes', 'SW Tait']","[""SNJ O'Keefe""]"
186,426417,England Vs Pakistan 1St T20I,426425,Pakistan tour of England  - 2010 (2010),05/09/10,T20,7,Pakistan,Shahid Afridi,126,4,2,1,England,PD Collingwood,129,5,2,Sophia Gardens,Cardiff,England,NJ Llong,RA Kettleborough,JJ Crowe,England,bowl,England,England won by 5 wickets (with 17 balls remaining),MH Yardy,"['Kamran Akmal', 'Shahzaib Hasan', 'Mohammad Yousuf', 'Fawad Alam', 'Umar Akmal', 'Shahid Afridi', 'Saeed Ajmal', 'Abdul Razzaq', 'Wahab Riaz', 'Shoaib Akhtar', 'Umar Gul']","['C Kieswetter', 'SM Davies', 'RS Bopara', 'PD Collingwood', 'EJG Morgan', 'LJ Wright', 'MH Yardy', 'GP Swann', 'SCJ Broad', 'TT Bresnan', 'RJ Sidebottom']",[]
187,426418,England Vs Pakistan 2Nd T20I,426425,Pakistan tour of England  - 2010 (2010),07/09/10,T20,7,Pakistan,Shahid Afridi,89,10,7,1,England,PD Collingwood,90,4,8,Sophia Gardens,Cardiff,England,IJ Gould,RK Illingworth,JJ Crowe,Pakistan,bat,England,England won by 6 wickets (with 36 balls remaining),TT Bresnan,"['Kamran Akmal', 'Shahzaib Hasan', 'Mohammad Yousuf', 'Umar Akmal', 'Shahid Afridi', 'Mohammad Hafeez', 'Abdul Razzaq', 'Fawad Alam', 'Umar Gul', 'Shoaib Akhtar', 'Saeed Ajmal']","['C Kieswetter', 'SM Davies', 'RS Bopara', 'PD Collingwood', 'EJG Morgan', 'MH Yardy', 'GP Swann', 'SCJ Broad', 'TT Bresnan', 'RJ Sidebottom', 'LJ Wright']",[]
188,463141,South Africa Vs Zimbabwe 1St T20I,463134,Zimbabwe tour of South Africa  - 2010 (2010/11),08/10/10,T20,9,Zimbabwe,E Chigumbura,168,4,10,3,South Africa,J Botha,169,3,4,OUTsurance Oval,Bloemfontein,South Africa,BG Jerling,JD Cloete,RS Mahanama,Zimbabwe,bat,South Africa,South Africa won by 7 wickets (with 25 balls remaining),GC Smith,"['H Masakadza', 'BRM Taylor', 'CJ Chibhabha', 'E Chigumbura', 'CK Coventry', 'KM Dabengwa', 'T Taibu', 'P Utseya', 'AG Cremer', 'EC Rainsford', 'CB Mpofu']","['GC Smith', 'LE Bosman', 'CA Ingram', 'JP Duminy', 'DA Miller', 'R McLaren', 'J Botha', 'HG Kuhn', 'WD Parnell', 'M Morkel', 'J Theron']","['CA Ingram', 'J Theron']"
189,463142,South Africa Vs Zimbabwe 2Nd T20I,463134,Zimbabwe tour of South Africa  - 2010 (2010/11),10/10/10,T20,3,South Africa,J Botha,194,6,7,9,Zimbabwe,E Chigumbura,186,7,9,De Beers Diamond Oval,Kimberley,South Africa,BG Jerling,S George,RS Mahanama,South Africa,bat,South Africa,South Africa won by 8 runs,JP Duminy,"['LE Bosman', 'GC Smith', 'CA Ingram', 'JP Duminy', 'DA Miller', 'HG Kuhn', 'RJ Peterson', 'J Botha', 'WD Parnell', 'J Theron', 'LL Tsotsobe']","['H Masakadza', 'BRM Taylor', 'CJ Chibhabha', 'CK Coventry', 'E Chigumbura', 'KM Dabengwa', 'T Taibu', 'SW Masakadza', 'AG Cremer', 'P Utseya', 'CB Mpofu']",[]
190,478279,Pakistan Vs South Africa 1St T20I,461561,South Africa tour of United Arab Emirates  - 2010 (2010/11),26/10/10,T20,7,Pakistan,Shahid Afridi,119,10,9,3,South Africa,J Botha,120,4,5,Sheikh Zayed Stadium,Abu Dhabi,United Arab Emirates,Ahsan Raza,Asad Rauf,AJ Pycroft,Pakistan,bat,South Africa,South Africa won by 6 wickets (with 10 balls remaining),JP Duminy,"['Shahzaib Hasan', 'Imran Farhat', 'Mohammad Hafeez', 'Umar Akmal', 'Shahid Afridi', 'Misbah-ul-Haq', 'Abdul Razzaq', 'Zulqarnain Haider', 'Umar Gul', 'Saeed Ajmal', 'Shoaib Akhtar']","['GC Smith', 'LE Bosman', 'AB de Villiers', 'JP Duminy', 'CA Ingram', 'DA Miller', 'JA Morkel', 'J Botha', 'M Morkel', 'J Theron', 'LL Tsotsobe']",[]
191,461565,Pakistan Vs South Africa 2Nd T20I,461561,South Africa tour of United Arab Emirates  - 2010 (2010/11),27/10/10,T20,7,Pakistan,Shahid Afridi,120,9,7,3,South Africa,J Botha,125,4,8,Sheikh Zayed Stadium,Abu Dhabi,United Arab Emirates,Asad Rauf,Nadeem Ghauri,AJ Pycroft,Pakistan,bat,South Africa,South Africa won by 6 wickets (with 8 balls remaining),J Theron,"['Shahzaib Hasan', 'Imran Farhat', 'Mohammad Hafeez', 'Misbah-ul-Haq', 'Umar Akmal', 'Shahid Afridi', 'Abdul Razzaq', 'Zulqarnain Haider', 'Umar Gul', 'Saeed Ajmal', 'Shoaib Akhtar']","['GC Smith', 'LE Bosman', 'AB de Villiers', 'JP Duminy', 'CA Ingram', 'DA Miller', 'JA Morkel', 'J Botha', 'M Morkel', 'J Theron', 'LL Tsotsobe']",[]
192,446956,Australia Vs Sri Lanka Only T20I,446947,Sri Lanka tour of Australia  - 2010 (2010/11),31/10/10,T20,2,Australia,MJ Clarke,133,8,6,8,Sri Lanka,KC Sangakkara,135,3,7,Western Australia Cricket Association Ground,Perth,Australia,BNJ Oxenford,PR Reiffel,BC Broad,Australia,bat,Sri Lanka,Sri Lanka won by 7 wickets (with 21 balls remaining),S Randiv,"['DA Warner', 'MJ Clarke', 'SR Watson', 'DJ Hussey', 'CL White', 'BJ Haddin', 'SPD Smith', 'JW Hastings', 'CJ McKay', 'PM Siddle', 'DP Nannes']","['DPMD Jayawardene', 'TM Dilshan', 'LD Chandimal', 'KC Sangakkara', 'NLTC Perera', 'AD Mathews', 'CK Kapugedera', 'S Randiv', 'SL Malinga', 'M Muralidaran', 'CRD Fernando']","['CJ McKay', 'JW Hastings']"
193,473918,New Zealand Vs Pakistan 1St T20I,473914,Pakistan tour of New Zealand  - 2010 (2010/11),26/12/10,T20,7,Pakistan,Shahid Afridi,143,9,4,5,New Zealand,LRPL Taylor,146,5,11,Eden Park,Auckland,New Zealand,BG Frost,BF Bowden,RS Mahanama,New Zealand,bowl,New Zealand,New Zealand won by 5 wickets (with 17 balls remaining),TG Southee,"['Mohammad Hafeez', 'Shahid Afridi', 'Ahmed Shehzad', 'Younis Khan', 'Fawad Alam', 'Umar Akmal', 'Abdul Razzaq', 'Umar Gul', 'Wahab Riaz', 'Saeed Ajmal', 'Shoaib Akhtar']","['JD Ryder', 'MJ Guptill', 'DG Brownlie', 'SB Styris', 'LRPL Taylor', 'JEC Franklin', 'PD McGlashan', 'NL McCullum', 'KD Mills', 'TG Southee', 'AF Milne']","['AF Milne', 'DG Brownlie']"
194,473919,New Zealand Vs Pakistan 2Nd T20I,473914,Pakistan tour of New Zealand  - 2010 (2010/11),28/12/10,T20,5,New Zealand,LRPL Taylor,185,7,10,7,Pakistan,Shahid Afridi,146,9,6,Seddon Park,Hamilton,New Zealand,CB Gaffaney,GAV Baxter,RS Mahanama,Pakistan,bowl,New Zealand,New Zealand won by 39 runs,NL McCullum,"['JD Ryder', 'MJ Guptill', 'JEC Franklin', 'LRPL Taylor', 'SB Styris', 'PD McGlashan', 'NL McCullum', 'KD Mills', 'LJ Woodcock', 'IG Butler', 'TG Southee']","['Mohammad Hafeez', 'Shahid Afridi', 'Ahmed Shehzad', 'Umar Akmal', 'Younis Khan', 'Asad Shafiq', 'Abdul Razzaq', 'Umar Gul', 'Wahab Riaz', 'Shoaib Akhtar', 'Saeed Ajmal']","['Asad Shafiq', 'LJ Woodcock']"
195,473920,New Zealand Vs Pakistan 3Rd T20I,473914,Pakistan tour of New Zealand  - 2010 (2010/11),30/12/10,T20,7,Pakistan,Shahid Afridi,183,6,4,5,New Zealand,LRPL Taylor,80,10,7,AMI Stadium,Christchurch,New Zealand,CB Gaffaney,GAV Baxter,RS Mahanama,Pakistan,bat,Pakistan,Pakistan won by 103 runs,Abdul Razzaq,"['Ahmed Shehzad', 'Mohammad Hafeez', 'Asad Shafiq', 'Younis Khan', 'Umar Akmal', 'Shahid Afridi', 'Abdul Razzaq', 'Wahab Riaz', 'Tanvir Ahmed', 'Saeed Ajmal', 'Abdur Rehman']","['JD Ryder', 'MJ Guptill', 'DG Brownlie', 'LRPL Taylor', 'JEC Franklin', 'SB Styris', 'PD McGlashan', 'NL McCullum', 'KD Mills', 'TG Southee', 'AF Milne']",['Tanvir Ahmed']
196,463149,South Africa Vs India Only T20I,463138,India tour of South Africa  - 2010 (2010/11),09/01/11,T20,6,India,MS Dhoni,168,6,4,3,South Africa,J Botha,147,9,10,Moses Mabhida Stadium,Durban,South Africa,BG Jerling,M Erasmus,BC Broad,India,bat,India,India won by 21 runs,RG Sharma,"['V Kohli', 'M Vijay', 'RG Sharma', 'Yuvraj Singh', 'YK Pathan', 'SK Raina', 'MS Dhoni', 'R Ashwin', 'P Kumar', 'A Nehra', 'MM Patel']","['MN van Wyk', 'HM Amla', 'CA Ingram', 'AB de Villiers', 'JP Duminy', 'DA Miller', 'J Botha', 'RJ Peterson', 'WD Parnell', 'J Theron', 'M Ntini']",['MM Patel']
197,446960,Australia Vs England 1St T20I,446949,England tour of Australia  - 2010 (2010/11),12/01/11,T20,2,Australia,CL White,157,4,4,1,England,PD Collingwood,158,9,7,Adelaide Oval,Adelaide,Australia,BNJ Oxenford,SD Fry,RS Madugalle,Australia,bat,England,England won by 1 wicket (with 0 balls remaining),SR Watson,"['DA Warner', 'SR Watson', 'DJ Hussey', 'CL White', 'AJ Finch', 'SPD Smith', 'TD Paine', 'MG Johnson', ""SNJ O'Keefe"", 'B Lee', 'SW Tait']","['IR Bell', 'SM Davies', 'KP Pietersen', 'PD Collingwood', 'EJG Morgan', 'LJ Wright', 'TT Bresnan', 'MH Yardy', 'CR Woakes', 'GP Swann', 'A Shahzad']","['AJ Finch', 'CR Woakes']"
198,446961,Australia Vs England 2Nd T20I,446949,England tour of Australia  - 2010 (2010/11),14/01/11,T20,2,Australia,CL White,147,7,3,1,England,PD Collingwood,143,6,10,Melbourne Cricket Ground,Melbourne,Australia,BNJ Oxenford,PR Reiffel,RS Madugalle,Australia,bat,Australia,Australia won by 4 runs,AJ Finch,"['DA Warner', 'SR Watson', 'TD Paine', 'DJ Hussey', 'CL White', 'AJ Finch', 'SPD Smith', ""SNJ O'Keefe"", 'MG Johnson', 'B Lee', 'SW Tait']","['IR Bell', 'SM Davies', 'KP Pietersen', 'PD Collingwood', 'EJG Morgan', 'LJ Wright', 'TT Bresnan', 'CR Woakes', 'MH Yardy', 'GP Swann', 'A Shahzad']",[]
